# Baseline: 2026-07-21T18:49:25+02:00 GCC_OPT=-O2 TCC=8c18fcc0
test,function,tcc_O2,gcc_-O2
gcc-execute/950612-1,f2,4,4
gcc-execute/950612-1,f3,15,5
gcc-execute/950612-1,f4,15,5
gcc-execute/950612-1,main,170,52
gcc-execute/950621-1,f,12,11
gcc-execute/950621-1,main,18,5
gcc-execute/950628-1,f,15,7
gcc-execute/950628-1,g,18,7
gcc-execute/950628-1,main,25,5
gcc-execute/950704-1,f,37,27
gcc-execute/950704-1,main,76,8
gcc-execute/950706-1,f,10,6
gcc-execute/950706-1,main,3,5
gcc-execute/950710-1,g,6,3
gcc-execute/950710-1,main,4,19
gcc-execute/950714-1,main,20,20
gcc-execute/950809-1,f,15,11
gcc-execute/950809-1,main,21,19
gcc-execute/950906-1,f,1,1
gcc-execute/950906-1,g,1,1
gcc-execute/950906-1,main,9,5
gcc-execute/950915-1,f,10,6
gcc-execute/950915-1,main,15,12
gcc-execute/950929-1,f,1,1
gcc-execute/950929-1,main,32,5
gcc-execute/951003-1,f,2,2
gcc-execute/951003-1,g,2,2
gcc-execute/951003-1,main,17,5
gcc-execute/951115-1,f,4,4
gcc-execute/951115-1,g,4,4
gcc-execute/951115-1,main,6,8
gcc-execute/951204-1,f,3,3
gcc-execute/951204-1,main,19,5
gcc-execute/960116-1,f,12,9
gcc-execute/960116-1,main,17,5
gcc-execute/960117-1,get_id,6,5
gcc-execute/960117-1,get_tok,10,8
gcc-execute/960117-1,main,4,6
gcc-execute/960209-1,f,57,37
gcc-execute/960209-1,main,9,13
gcc-execute/960215-1,main,141,133
gcc-execute/960218-1,f,8,5
gcc-execute/960218-1,g,4,5
gcc-execute/960218-1,main,11,8
gcc-execute/960219-1,f,8,3
gcc-execute/960219-1,main,3,5
gcc-execute/960301-1,bar,19,12
gcc-execute/960301-1,main,15,13
gcc-execute/960302-1,foo,47,11
gcc-execute/960302-1,main,57,14
gcc-execute/960311-1,a1,5,5
gcc-execute/960311-1,b,34,20
gcc-execute/960311-1,main,6,22
gcc-execute/960311-2,a1,5,5
gcc-execute/960311-2,b,34,20
gcc-execute/960311-2,main,6,22
gcc-execute/960311-3,a1,5,5
gcc-execute/960311-3,b,22,19
gcc-execute/960311-3,main,100,22
gcc-execute/960312-1,f,18,11
gcc-execute/960312-1,main,21,19
gcc-execute/960317-1,f,13,10
gcc-execute/960317-1,main,3,5
gcc-execute/960321-1,acc_a,5,5
gcc-execute/960321-1,main,8,10
gcc-execute/960326-1,main,8,10
gcc-execute/960327-1,f,20,16
gcc-execute/960327-1,g,2,2
gcc-execute/960327-1,main,4,6
gcc-execute/960402-1,f,16,8
gcc-execute/960402-1,main,3,5
gcc-execute/960405-1,main,10,12
gcc-execute/960416-1,f_be,69,27
gcc-execute/960416-1,f_le,69,21
gcc-execute/960416-1,main,29,13
gcc-execute/960419-1,check,5,3
gcc-execute/960419-1,main,7,5
gcc-execute/960419-2,main,23,5
gcc-execute/960512-1,f,13,7
gcc-execute/960512-1,main,13,5
gcc-execute/960513-1,f,81,73
gcc-execute/960513-1,main,12,5
gcc-execute/960521-1,foo,28,24
gcc-execute/960521-1,main,28,20
gcc-execute/960608-1,foo,20,5
gcc-execute/960608-1,main,20,5
gcc-execute/960801-1,f,3,2
gcc-execute/960801-1,g,3,3
gcc-execute/960801-1,main,18,5
gcc-execute/960802-1,f1,2,2
gcc-execute/960802-1,f2,2,2
gcc-execute/960802-1,f3,3,3
gcc-execute/960802-1,f4,4,4
gcc-execute/960802-1,main,12,8
gcc-execute/960830-1,main,3,5
gcc-execute/960909-1,f,7,3
gcc-execute/960909-1,ffs,14,12
gcc-execute/960909-1,main,3,5
gcc-execute/961004-1,main,16,10
gcc-execute/961017-1,main,8,5
gcc-execute/961017-2,main,12,5
gcc-execute/961026-1,main,3,5
gcc-execute/961026-1,test,8,2
gcc-execute/961112-1,f,2,2
gcc-execute/961112-1,main,3,5
gcc-execute/961122-1,addhi,16,5
gcc-execute/961122-1,main,7,9
gcc-execute/961122-1,subhi,16,5
gcc-execute/961122-2,f,2,2
gcc-execute/961122-2,main,3,5
gcc-execute/961125-1,main,15,5
gcc-execute/961206-1,main,3,5
gcc-execute/961206-1,sub1,6,6
gcc-execute/961206-1,sub2,10,6
gcc-execute/961206-1,sub3,6,6
gcc-execute/961206-1,sub4,10,6
gcc-execute/961213-1,g,49,22
gcc-execute/961213-1,main,25,32
gcc-execute/961223-1,main,18,5
gcc-execute/961223-1,sub,14,14
gcc-execute/970214-1,main,3,5
gcc-execute/970214-2,main,3,5
gcc-execute/970217-1,main,10,5
gcc-execute/970217-1,sub,2,2
gcc-execute/970923-1,main,3,5
gcc-execute/970923-1,ts,2,2
gcc-execute/970923-1,tu,2,2
gcc-execute/980205,fdouble,41,26
gcc-execute/980205,main,8,10
gcc-execute/980223,bar,2,9
gcc-execute/980223,foo,34,28
gcc-execute/980223,main,21,16
gcc-execute/980424-1,f,5,4
gcc-execute/980424-1,g,12,8
gcc-execute/980424-1,main,12,11
gcc-execute/980505-1,main,15,5
gcc-execute/980505-2,f,5,2
gcc-execute/980505-2,main,7,5
gcc-execute/980506-1,main,3,5
gcc-execute/980506-2,f,2,2
gcc-execute/980506-2,main,18,5
gcc-execute/980506-3,main,14,9
gcc-execute/980526-1,main,3,5
gcc-execute/980526-2,do_mknod,8,6
gcc-execute/980526-2,getname,40,25
gcc-execute/980526-2,main,11,28
gcc-execute/980526-2,sys_mknod,11,17
gcc-execute/980526-3,compare,5,4
gcc-execute/980526-3,main,3,5
gcc-execute/980602-1,main,3,6
gcc-execute/980602-2,main,15,14
gcc-execute/980604-1,main,25,19
gcc-execute/980605-1,f,77,22
gcc-execute/980605-1,f2,45,11
gcc-execute/980605-1,getval,6,5
gcc-execute/980605-1,main,4,6
gcc-execute/980608-1,debug,64,33
gcc-execute/980608-1,f1,1,1
gcc-execute/980608-1,main,15,17
gcc-execute/980612-1,g,2,2
gcc-execute/980612-1,h,2,2
gcc-execute/980612-1,main,11,14
gcc-execute/980617-1,foo,13,7
gcc-execute/980617-1,main,3,5
gcc-execute/980618-1,func,5,4
gcc-execute/980618-1,main,6,5
gcc-execute/980619-1,main,22,5
gcc-execute/980701-1,dn_skipname,11,2
gcc-execute/980701-1,main,14,5
gcc-execute/980701-1,ns_name_skip,4,5
gcc-execute/980707-1,buildargv,38,28
gcc-execute/980707-1,main,26,20
gcc-execute/980709-1,main,33,34
gcc-execute/980716-1,main,11,14
gcc-execute/980716-1,stub,18,15
gcc-execute/980929-1,f,5,4
gcc-execute/980929-1,main,13,5
gcc-execute/981001-1,main,23,21
gcc-execute/981001-1,sub,34,31
gcc-execute/981019-1,f1,2,1
gcc-execute/981019-1,f2,2,3
gcc-execute/981019-1,f3,9,6
gcc-execute/981019-1,ff,27,29
gcc-execute/981019-1,main,7,7
gcc-execute/981130-1,check,6,5
gcc-execute/981130-1,main,15,13
gcc-execute/981206-1,foo,7,1
gcc-execute/981206-1,main,19,5
gcc-execute/990106-1,foo,5,4
gcc-execute/990106-1,main,8,5
gcc-execute/990106-2,calc_mp,12,9
gcc-execute/990106-2,main,3,5
gcc-execute/990117-1,foo,36,37
gcc-execute/990117-1,main,2,2
gcc-execute/990127-1,main,56,45
gcc-execute/990127-2,fpEq,5,6
gcc-execute/990127-2,fpTest,15,16
gcc-execute/990127-2,main,8,5
gcc-execute/990128-1,look,13,14
gcc-execute/990128-1,main,29,28
gcc-execute/990128-1,sub,14,21
gcc-execute/990130-1,main,9,13
gcc-execute/990208-1,f,4,5
gcc-execute/990208-1,g,4,5
gcc-execute/990208-1,main,15,14
gcc-execute/990211-1,func,1,1
gcc-execute/990211-1,main,2,2
gcc-execute/990222-1,main,27,30
gcc-execute/990324-1,f,10,6
gcc-execute/990324-1,main,3,5
gcc-execute/990326-1,a1,2,2
gcc-execute/990326-1,a2,2,2
gcc-execute/990326-1,a3,2,2
gcc-execute/990326-1,b1,2,2
gcc-execute/990326-1,b2,2,2
gcc-execute/990326-1,b3,2,2
gcc-execute/990326-1,c1,2,2
gcc-execute/990326-1,c2,2,2
gcc-execute/990326-1,c3,2,2
gcc-execute/990326-1,d1,2,2
gcc-execute/990326-1,d2,2,2
gcc-execute/990326-1,d3,2,2
gcc-execute/990326-1,e1,2,2
gcc-execute/990326-1,e2,2,2
gcc-execute/990326-1,e3,2,2
gcc-execute/990326-1,e4,2,2
gcc-execute/990326-1,f1,2,2
gcc-execute/990326-1,f2,2,2
gcc-execute/990326-1,f3,2,2
gcc-execute/990326-1,f4,2,2
gcc-execute/990326-1,g1,2,10
gcc-execute/990326-1,g2,2,10
gcc-execute/990326-1,g3,2,11
gcc-execute/990326-1,g4,2,2
gcc-execute/990326-1,g5,2,2
gcc-execute/990326-1,g6,2,2
gcc-execute/990326-1,g7,2,2
gcc-execute/990326-1,h1,2,10
gcc-execute/990326-1,h2,2,10
gcc-execute/990326-1,h3,2,11
gcc-execute/990326-1,h4,2,2
gcc-execute/990326-1,h5,2,2
gcc-execute/990326-1,h6,2,2
gcc-execute/990326-1,h7,2,2
gcc-execute/990326-1,main,106,54
gcc-execute/990404-1,main,28,28
gcc-execute/990513-1,foo,19,7
gcc-execute/990513-1,main,16,22
gcc-execute/990524-1,loop,30,24
gcc-execute/990524-1,main,6,8
gcc-execute/990525-1,die,21,9
gcc-execute/990525-1,main,9,5
gcc-execute/990525-2,func1,19,1
gcc-execute/990525-2,func2,7,10
gcc-execute/990525-2,main,4,5
gcc-execute/990527-1,f,11,10
gcc-execute/990527-1,g,5,5
gcc-execute/990527-1,main,20,18
gcc-execute/990531-1,bad,8,8
gcc-execute/990531-1,main,9,5
gcc-execute/990604-1,f,11,6
gcc-execute/990604-1,main,18,12
gcc-execute/990628-1,fetch,16,14
gcc-execute/990628-1,load_data,24,38
gcc-execute/990628-1,main,10,10
gcc-execute/990628-1,num_records,2,2
gcc-execute/990804-1,gfbyte,2,2
gcc-execute/990804-1,main,3,5
gcc-execute/990811-1,foo,16,14
gcc-execute/990811-1,main,35,23
gcc-execute/990826-0,main,2,12
gcc-execute/990827-1,main,3,5
gcc-execute/990827-1,test,5,3
gcc-execute/990829-1,main,21,5
gcc-execute/990829-1,test,28,28
gcc-execute/990923-1,foo,9,8
gcc-execute/990923-1,main,3,5
gcc-execute/991014-1,main,2,2
gcc-execute/991014-1,struct_a_offset,2,2
gcc-execute/991014-1,struct_size,2,2
gcc-execute/991014-1,union_size,2,2
gcc-execute/991016-1,doit,62,41
gcc-execute/991016-1,main,37,5
gcc-execute/991019-1,foo,14,14
gcc-execute/991019-1,main,19,5
gcc-execute/991023-1,foo,16,4
gcc-execute/991023-1,main,8,8
gcc-execute/991030-1,main,10,13
gcc-execute/991112-1,main,16,15
gcc-execute/991112-1,rl_character_len,7,7
gcc-execute/991112-1,rl_show_char,2,2
gcc-execute/991118-1,main,123,124
gcc-execute/991118-1,sub,32,15
gcc-execute/991118-1,sub2,32,13
gcc-execute/991118-1,sub3,32,15
gcc-execute/991118-1,sub4,32,13
gcc-execute/991201-1,bar,5,4
gcc-execute/991201-1,main,5,7
gcc-execute/991201-1,reset_palette,32,17
gcc-execute/991202-1,main,17,9
gcc-execute/991202-2,f1,2,2
gcc-execute/991202-2,main,3,5
gcc-execute/991202-3,f,3,3
gcc-execute/991202-3,g,2,2
gcc-execute/991202-3,h,2,2
gcc-execute/991202-3,main,3,5
gcc-execute/991216-1,main,96,5
gcc-execute/991216-1,test1,16,16
gcc-execute/991216-1,test2,18,18
gcc-execute/991216-1,test3,22,21
gcc-execute/991216-1,test4,24,23
gcc-execute/991216-1,test5,27,26
gcc-execute/991216-1,test6,30,28
gcc-execute/991216-1,test7,33,30
gcc-execute/991216-1,test8,36,32
gcc-execute/991216-2,main,102,72
gcc-execute/991216-2,test,53,36
gcc-execute/991216-4,main,12,5
gcc-execute/991221-1,main,3,5
gcc-execute/991227-1,doit,6,5
gcc-execute/991227-1,main,13,6
gcc-execute/991228-1,main,19,24
gcc-execute/991228-1,signbit,16,9
gcc-execute/abs-1,main_test,11,23
gcc-execute/abs-2,main_test,197,300
gcc-execute/abs-3,main_test,197,217
gcc-execute/acc1,func,20,54
gcc-execute/acc1,main,28,22
gcc-execute/acc2,func,20,52
gcc-execute/acc2,main,28,21
gcc-execute/alias-1,main,17,11
gcc-execute/alias-1,typepun,5,5
gcc-execute/alias-2,main,20,15
gcc-execute/alias-3,inc,6,5
gcc-execute/alias-3,main,12,10
gcc-execute/alias-4,main,18,17
gcc-execute/alias-access-path-1,main,23,15
gcc-execute/alias-access-path-2,main,20,2
gcc-execute/align-1,main,2,2
gcc-execute/align-2,main,148,162
gcc-execute/align-3,func,1,1
gcc-execute/align-3,main,2,2
gcc-execute/align-nest,foo,1,1
gcc-execute/align-nest,main,2,2
gcc-execute/alloca-1,foo,15,2
gcc-execute/alloca-1,main,13,2
gcc-execute/anon-1,main,7,6
gcc-execute/arith-1,main,3,5
gcc-execute/arith-1,sat_add,6,4
gcc-execute/arith-1,sat_add2,5,6
gcc-execute/arith-1,sat_add3,6,6
gcc-execute/arith-1,sat_add4,5,6
gcc-execute/arith-rand-ll,main,1288,131
gcc-execute/arith-rand-ll,random_bitstring,66,38
gcc-execute/arith-rand-ll,simple_rand,29,15
gcc-execute/arith-rand,main,582,95
gcc-execute/arith-rand,random_bitstring,32,25
gcc-execute/arith-rand,simple_rand,8,8
gcc-execute/ashldi-1,main,42,36
gcc-execute/ashrdi-1,constant_shift,640,224
gcc-execute/ashrdi-1,main,83,83
gcc-execute/bcp-1,bad0,2,2
gcc-execute/bcp-1,bad1,2,2
gcc-execute/bcp-1,bad10,2,2
gcc-execute/bcp-1,bad2,2,2
gcc-execute/bcp-1,bad3,2,2
gcc-execute/bcp-1,bad4,2,2
gcc-execute/bcp-1,bad5,2,2
gcc-execute/bcp-1,bad6,2,2
gcc-execute/bcp-1,bad7,2,2
gcc-execute/bcp-1,bad8,2,2
gcc-execute/bcp-1,bad9,2,2
gcc-execute/bcp-1,good0,2,2
gcc-execute/bcp-1,good1,2,2
gcc-execute/bcp-1,good2,2,2
gcc-execute/bcp-1,main,66,62
gcc-execute/bcp-1,opt0,2,2
gcc-execute/bcp-1,opt1,2,2
gcc-execute/bcp-1,opt2,2,2
gcc-execute/bf-layout-1,main,3,5
gcc-execute/bf-pack-1,f,19,14
gcc-execute/bf-pack-1,main,39,15
gcc-execute/bf-sign-1,main,3,5
gcc-execute/bf-sign-2,main,44,35
gcc-execute/bf64-1,main,67,52
gcc-execute/bf64-1,sub,32,15
gcc-execute/bf64-1,sub2,32,13
gcc-execute/bitfld-10,g,18,8
gcc-execute/bitfld-10,main,11,10
gcc-execute/bitfld-1,main,2,2
gcc-execute/bitfld-2,main,3,5
gcc-execute/bitfld-3,main,960,249
gcc-execute/bitfld-4,main,17,9
gcc-execute/bitfld-5,f,22,9
gcc-execute/bitfld-5,g,7,6
gcc-execute/bitfld-5,main,31,14
gcc-execute/bitfld-6,main,2,2
gcc-execute/bitfld-7,main,2,2
gcc-execute/bitfld-8,fct,24,7
gcc-execute/bitfld-8,main,122,39
gcc-execute/bitfld-9,fct,24,7
gcc-execute/bitfld-9,main,122,39
gcc-execute/bitfld-signed1-1,main,11,8
gcc-execute/bitops-1,h0,7,7
gcc-execute/bitops-1,h1,15,14
gcc-execute/bitops-1,i0,6,4
gcc-execute/bitops-1,i1,13,12
gcc-execute/bitops-1,k0,7,6
gcc-execute/bitops-1,k1,15,13
gcc-execute/bitops-1,main,48,43
gcc-execute/bswap-1,f,22,12
gcc-execute/bswap-1,g,1,4
gcc-execute/bswap-1,main,100,69
gcc-execute/bswap-2,fake_read_be32,14,11
gcc-execute/bswap-2,fake_read_le32,14,11
gcc-execute/bswap-2,incorrect_read_be32,16,5
gcc-execute/bswap-2,incorrect_read_le32,16,4
gcc-execute/bswap-2,main,69,34
gcc-execute/bswap-2,partial_read_be32,15,13
gcc-execute/bswap-2,partial_read_le32,15,11
gcc-execute/bswap-3,f,3,2
gcc-execute/bswap-3,g,2,2
gcc-execute/bswap-3,main,16,15
gcc-execute/built-in-setjmp,main,71,36
gcc-execute/built-in-setjmp,sub2,16,8
gcc-execute/builtin-bitops-1,main,2230,1233
gcc-execute/builtin-bitops-1,my_clrsb,18,15
gcc-execute/builtin-bitops-1,my_clrsbl,18,15
gcc-execute/builtin-bitops-1,my_clrsbll,31,26
gcc-execute/builtin-bitops-1,my_clz,18,12
gcc-execute/builtin-bitops-1,my_clzl,18,12
gcc-execute/builtin-bitops-1,my_clzll,22,22
gcc-execute/builtin-bitops-1,my_ctz,16,10
gcc-execute/builtin-bitops-1,my_ctzl,16,10
gcc-execute/builtin-bitops-1,my_ctzll,20,17
gcc-execute/builtin-bitops-1,my_ffs,20,26
gcc-execute/builtin-bitops-1,my_ffsl,20,13
gcc-execute/builtin-bitops-1,my_ffsll,26,43
gcc-execute/builtin-bitops-1,my_parity,16,10
gcc-execute/builtin-bitops-1,my_parityl,16,10
gcc-execute/builtin-bitops-1,my_parityll,26,17
gcc-execute/builtin-bitops-1,my_popcount,16,10
gcc-execute/builtin-bitops-1,my_popcountl,16,10
gcc-execute/builtin-bitops-1,my_popcountll,26,17
gcc-execute/builtin-constant,foo,6,5
gcc-execute/builtin-constant,main,12,5
gcc-execute/builtin-nan-1,main,10,10
gcc-execute/builtin-prefetch-1,good_const,9,9
gcc-execute/builtin-prefetch-1,good_enum,9,9
gcc-execute/builtin-prefetch-1,good_expr,3,3
gcc-execute/builtin-prefetch-1,good_vararg,5,5
gcc-execute/builtin-prefetch-1,main,30,28
gcc-execute/builtin-prefetch-2,expr_global,49,27
gcc-execute/builtin-prefetch-2,expr_local,44,23
gcc-execute/builtin-prefetch-2,main,39,29
gcc-execute/builtin-prefetch-2,simple_arg,8,6
gcc-execute/builtin-prefetch-2,simple_file,7,6
gcc-execute/builtin-prefetch-2,simple_global,7,7
gcc-execute/builtin-prefetch-2,simple_local,10,8
gcc-execute/builtin-prefetch-2,simple_static_local,7,6
gcc-execute/builtin-prefetch-3,expr_vol_global,123,73
gcc-execute/builtin-prefetch-3,main,29,12
gcc-execute/builtin-prefetch-3,simple_vol_file,11,11
gcc-execute/builtin-prefetch-3,simple_vol_global,11,11
gcc-execute/builtin-prefetch-4,assign_arg_idx,5,4
gcc-execute/builtin-prefetch-4,assign_arg_ptr,3,4
gcc-execute/builtin-prefetch-4,assign_glob_idx,9,5
gcc-execute/builtin-prefetch-4,assign_glob_ptr,5,5
gcc-execute/builtin-prefetch-4,funccall_arg_idx,15,11
gcc-execute/builtin-prefetch-4,funccall_arg_ptr,13,10
gcc-execute/builtin-prefetch-4,getint,7,6
gcc-execute/builtin-prefetch-4,getptr,7,6
gcc-execute/builtin-prefetch-4,main,214,48
gcc-execute/builtin-prefetch-4,postdec_arg_idx,13,4
gcc-execute/builtin-prefetch-4,postdec_arg_ptr,10,4
gcc-execute/builtin-prefetch-4,postdec_glob_idx,19,9
gcc-execute/builtin-prefetch-4,postdec_glob_ptr,14,7
gcc-execute/builtin-prefetch-4,postinc_arg_idx,13,4
gcc-execute/builtin-prefetch-4,postinc_arg_ptr,9,4
gcc-execute/builtin-prefetch-4,postinc_glob_idx,19,9
gcc-execute/builtin-prefetch-4,postinc_glob_ptr,13,7
gcc-execute/builtin-prefetch-4,predec_arg_idx,13,5
gcc-execute/builtin-prefetch-4,predec_arg_ptr,10,4
gcc-execute/builtin-prefetch-4,predec_glob_idx,18,7
gcc-execute/builtin-prefetch-4,predec_glob_ptr,13,7
gcc-execute/builtin-prefetch-4,preinc_arg_idx,10,5
gcc-execute/builtin-prefetch-4,preinc_arg_ptr,8,4
gcc-execute/builtin-prefetch-4,preinc_glob_idx,11,7
gcc-execute/builtin-prefetch-4,preinc_glob_ptr,7,7
gcc-execute/builtin-prefetch-5,arg_idx,3,2
gcc-execute/builtin-prefetch-5,arg_ptr,2,2
gcc-execute/builtin-prefetch-5,glob_idx,7,4
gcc-execute/builtin-prefetch-5,glob_ptr,3,4
gcc-execute/builtin-prefetch-5,main,37,23
gcc-execute/builtin-prefetch-6,init_addrs,13,12
gcc-execute/builtin-prefetch-6,main,27,27
gcc-execute/builtin-prefetch-6,prefetch_for_read,8,7
gcc-execute/builtin-prefetch-6,prefetch_for_write,8,7
gcc-execute/builtin-types-compatible-p,main,3,5
gcc-execute/call-trap-1,bar,1,1
gcc-execute/call-trap-1,foo,3,5
gcc-execute/call-trap-1,main,3,6
gcc-execute/cbrt,cbrtl,190,142
gcc-execute/cbrt,main,14,15
gcc-execute/cdivchkd,main,172,115
gcc-execute/cdivchkd,match,133,101
gcc-execute/cdivchkf,main,105,83
gcc-execute/cdivchkf,match,109,80
gcc-execute/cdivchkld,main,172,114
gcc-execute/cdivchkld,match,133,101
gcc-execute/cmpdi-1,feq,7,7
gcc-execute/cmpdi-1,fge,8,6
gcc-execute/cmpdi-1,fgeu,8,6
gcc-execute/cmpdi-1,fgt,8,6
gcc-execute/cmpdi-1,fgtu,8,6
gcc-execute/cmpdi-1,fle,8,6
gcc-execute/cmpdi-1,fleu,8,6
gcc-execute/cmpdi-1,flt,8,6
gcc-execute/cmpdi-1,fltu,8,6
gcc-execute/cmpdi-1,fne,7,7
gcc-execute/cmpdi-1,main,218,119
gcc-execute/cmpsf-1,feq,6,7
gcc-execute/cmpsf-1,fge,9,7
gcc-execute/cmpsf-1,fgt,9,7
gcc-execute/cmpsf-1,fle,6,7
gcc-execute/cmpsf-1,flt,6,7
gcc-execute/cmpsf-1,fne,6,7
gcc-execute/cmpsf-1,main,104,113
gcc-execute/cmpsi-1,dummy,1,1
gcc-execute/cmpsi-1,f1,12,6
gcc-execute/cmpsi-1,f2,12,6
gcc-execute/cmpsi-1,main,14,5
gcc-execute/cmpsi-2,feq,5,5
gcc-execute/cmpsi-2,fge,5,5
gcc-execute/cmpsi-2,fgeu,5,5
gcc-execute/cmpsi-2,fgt,5,5
gcc-execute/cmpsi-2,fgtu,5,5
gcc-execute/cmpsi-2,fle,5,5
gcc-execute/cmpsi-2,fleu,5,5
gcc-execute/cmpsi-2,flt,5,5
gcc-execute/cmpsi-2,fltu,5,5
gcc-execute/cmpsi-2,fne,5,5
gcc-execute/cmpsi-2,main,140,104
gcc-execute/comp-goto-1,f,2,2
gcc-execute/comp-goto-1,main,73,48
gcc-execute/comp-goto-1,simulator_kernel,54,66
gcc-execute/comp-goto-2,main,8,10
gcc-execute/comp-goto-2,x,28,14
gcc-execute/comp-goto-2,y.0,24,8
gcc-execute/compare-1,ieq,37,13
gcc-execute/compare-1,ige,13,9
gcc-execute/compare-1,igt,11,9
gcc-execute/compare-1,ile,13,9
gcc-execute/compare-1,ilt,11,9
gcc-execute/compare-1,ine,13,10
gcc-execute/compare-1,main,75,2
gcc-execute/compare-2,foo,9,8
gcc-execute/compare-2,main,2,2
gcc-execute/compare-3,all_tests,1,1
gcc-execute/compare-3,main,2,2
gcc-execute/compare-3,test1,1,1
gcc-execute/compare-3,test2,1,1
gcc-execute/compare-3,test3,1,1
gcc-execute/compare-3,test4,1,1
gcc-execute/compare-3,test5,1,1
gcc-execute/compare-3,test6,1,1
gcc-execute/compare-fp-1,ieq,36,11
gcc-execute/compare-fp-1,ige,96,80
gcc-execute/compare-fp-1,igt,96,82
gcc-execute/compare-fp-1,ile,96,80
gcc-execute/compare-fp-1,ilt,96,82
gcc-execute/compare-fp-1,iltgt,102,19
gcc-execute/compare-fp-1,ine,57,10
gcc-execute/compare-fp-1,iuneq,102,20
gcc-execute/compare-fp-1,iunge,64,19
gcc-execute/compare-fp-1,iungt,64,19
gcc-execute/compare-fp-1,iunle,64,19
gcc-execute/compare-fp-1,iunlt,64,19
gcc-execute/compare-fp-1,main,269,174
gcc-execute/compare-fp-2,foo,25,20
gcc-execute/compare-fp-2,main,11,2
gcc-execute/compare-fp-3,all_tests,19,1
gcc-execute/compare-fp-3,main,12,2
gcc-execute/compare-fp-3,test1,1,1
gcc-execute/compare-fp-3,test2,1,1
gcc-execute/compare-fp-3,test3,1,1
gcc-execute/compare-fp-3,test4,1,1
gcc-execute/compare-fp-3,test5,21,1
gcc-execute/compare-fp-3,test6,21,1
gcc-execute/compare-fp-3,test7,19,1
gcc-execute/compare-fp-4,ieq,28,22
gcc-execute/compare-fp-4,ige,107,21
gcc-execute/compare-fp-4,igt,107,25
gcc-execute/compare-fp-4,ile,107,26
gcc-execute/compare-fp-4,ilt,107,31
gcc-execute/compare-fp-4,iltgt,98,35
gcc-execute/compare-fp-4,ine,83,33
gcc-execute/compare-fp-4,iuneq,90,42
gcc-execute/compare-fp-4,iunge,56,35
gcc-execute/compare-fp-4,iungt,56,52
gcc-execute/compare-fp-4,iunle,56,34
gcc-execute/compare-fp-4,iunlt,56,29
gcc-execute/compare-fp-4,main,269,177
gcc-execute/complex-1,g0,3,3
gcc-execute/complex-1,g1,3,3
gcc-execute/complex-1,g2,3,3
gcc-execute/complex-1,main,28,5
gcc-execute/complex-1,main_test,228,438
gcc-execute/complex-1,xcexp,38,13
gcc-execute/complex-2,f,42,19
gcc-execute/complex-2,main,77,50
gcc-execute/complex-3,f,8,3
gcc-execute/complex-3,main,26,5
gcc-execute/complex-4,main,3,5
gcc-execute/complex-5,main,68,47
gcc-execute/complex-5,p,19,20
gcc-execute/complex-6,ctest_double,31,13
gcc-execute/complex-6,ctest_float,17,4
gcc-execute/complex-6,ctest_int,12,3
gcc-execute/complex-6,ctest_long_double,31,13
gcc-execute/complex-6,ctest_long_int,12,3
gcc-execute/complex-6,main,16,4
gcc-execute/complex-6,test_double,39,1
gcc-execute/complex-6,test_float,50,1
gcc-execute/complex-6,test_int,50,1
gcc-execute/complex-6,test_long_double,39,1
gcc-execute/complex-6,test_long_int,50,1
gcc-execute/complex-7,check_double,115,137
gcc-execute/complex-7,check_float,96,126
gcc-execute/complex-7,check_long_double,115,137
gcc-execute/complex-7,main,76,75
gcc-execute/compndlit-1,main,17,17
gcc-execute/const-addr-expr-1,main,14,13
gcc-execute/conversion,d2s,1,3
gcc-execute/conversion,d2u,1,3
gcc-execute/conversion,dnear,32,25
gcc-execute/conversion,f2s,1,3
gcc-execute/conversion,f2u,1,3
gcc-execute/conversion,fnear,25,18
gcc-execute/conversion,ld2s,1,3
gcc-execute/conversion,ld2u,1,3
gcc-execute/conversion,ldnear,32,25
gcc-execute/conversion,main,5,5
gcc-execute/conversion,s2d,1,3
gcc-execute/conversion,s2f,1,3
gcc-execute/conversion,s2ld,1,3
gcc-execute/conversion,test_float_to_integer,167,1
gcc-execute/conversion,test_integer_to_float,135,1
gcc-execute/conversion,u2d,1,3
gcc-execute/conversion,u2f,1,3
gcc-execute/conversion,u2ld,1,3
gcc-execute/copysign1,c,1,5
gcc-execute/copysign1,cf,1,3
gcc-execute/copysign1,cl,5,5
gcc-execute/copysign1,main,6,6
gcc-execute/copysign1,test,26,25
gcc-execute/copysign1,testf,27,21
gcc-execute/copysign1,testl,26,25
gcc-execute/copysign2,main,6,6
gcc-execute/copysign2,test,68,37
